Keyword,Similar Word,Similarity
interest,floor,0.4555186331272125
interest,smalltomidsize,0.4422420859336853
interest,drawdown,0.44014087319374084
interest,required,0.439698725938797
interest,mortgage,0.4312795400619507
interest,widen,0.4310454726219177
interest,affordability,0.4260662794113159
interest,buying,0.41968438029289246
interest,refinance,0.4190274775028229
interest,mutual,0.41881242394447327
inflation,intensive,0.5498316884040833
inflation,energyintensive,0.5228005647659302
inflation,petroleumbased,0.4424910843372345
inflation,tilt,0.4294058382511139
inflation,upward,0.4230087399482727
inflation,respective,0.42169618606567383
inflation,passthrough,0.4050917625427246
inflation,collateral,0.3959110677242279
inflation,petroleumbase,0.39255642890930176
inflation,largely,0.39192408323287964
invest,reluctance,0.539220929145813
invest,appraiser,0.5284985303878784
invest,financially,0.4823439121246338
invest,smallscale,0.46863970160484314
invest,salaried,0.44343382120132446
invest,prospective,0.43784046173095703
invest,transition,0.431039035320282
invest,hourly,0.4213831424713135
invest,strength,0.41814565658569336
invest,lengthen,0.4099193215370178
trade,fastfood,0.44435915350914
trade,retrench,0.4306391477584839
trade,mechanic,0.41711410880088806
trade,bargain,0.41228780150413513
trade,conscious,0.40919429063796997
trade,rebuild,0.4072205126285553
trade,curb,0.39788779616355896
trade,biotech,0.3967509865760803
trade,position,0.3943207859992981
trade,brand,0.39332443475723267
uncertain,initiative,0.45933982729911804
uncertain,phrase,0.44073721766471863
uncertain,unclear,0.42145222425460815
uncertain,outlook,0.4203110933303833
uncertain,normally,0.40658456087112427
uncertain,statement,0.40255188941955566
uncertain,grower,0.39263516664505005
uncertain,revision,0.39077767729759216
uncertain,collection,0.3877774178981781
uncertain,collateral,0.3825351893901825
