Keyword,Similar Word,Similarity
interest,rise,0.7896191477775574
interest,high,0.7600307464599609
interest,demand,0.6293131113052368
interest,uncertainty,0.6166055202484131
interest,mortgage,0.6061130166053772
interest,continue,0.5932634472846985
interest,inflation,0.566853404045105
interest,elevated,0.5618152022361755
interest,commercial,0.5609279870986938
interest,concern,0.5577398538589478
inflation,interest,0.566853404045105
inflation,rise,0.5616406202316284
inflation,pressure,0.5366746783256531
inflation,high,0.5099443793296814
inflation,employment,0.501887857913971
inflation,concern,0.5006101727485657
inflation,contact,0.4986400604248047
inflation,continue,0.496562659740448
inflation,expectation,0.47415244579315186
inflation,increase,0.4714706838130951
invest,automation,0.4898182451725006
invest,laborsave,0.4809595048427582
invest,design,0.4202724099159241
invest,downsizing,0.40509602427482605
invest,adoption,0.3957929015159607
invest,endus,0.38993626832962036
invest,interestbearing,0.3792942762374878
invest,technology,0.3787357211112976
invest,composition,0.3747909367084503
invest,tiously,0.3745763599872589
trade,skilled,0.5868028402328491
trade,poach,0.4135763943195343
trade,hourly,0.40747466683387756
trade,phase,0.39614731073379517
trade,tremendous,0.38454341888427734
trade,worker,0.38154807686805725
trade,ture,0.3786315321922302
trade,aforementioned,0.37816011905670166
trade,machinist,0.3765192925930023
trade,refinery,0.3755677342414856
uncertain,outlook,0.5144216418266296
uncertain,highly,0.4922049343585968
uncertain,optimistic,0.4570409953594208
uncertain,forward,0.4426227807998657
uncertain,loom,0.4351649582386017
uncertain,decidedly,0.4260418117046356
uncertain,navigate,0.42530739307403564
uncertain,administer,0.4057942032814026
uncertain,pessimistic,0.40225446224212646
uncertain,impact,0.39736104011535645
