Keyword,Similar Word,Similarity
interest,refinance,0.6262297630310059
interest,incrementally,0.6188220381736755
interest,mortgage,0.6162956953048706
interest,lowestrisk,0.6024343371391296
interest,lending,0.5894601941108704
interest,lender,0.5854041576385498
interest,standard,0.5631973743438721
interest,borrower,0.5628388524055481
interest,guideline,0.5541703701019287
interest,equity,0.553687572479248
rate,continue,0.668498694896698
rate,steady,0.6509864330291748
rate,commercial,0.6354776620864868
rate,remain,0.630165159702301
rate,far,0.6211967468261719
rate,vacancy,0.6096049547195435
rate,report,0.5963042378425598
rate,market,0.5945432782173157
rate,rent,0.5935583114624023
rate,decline,0.5918756127357483
inflation,late,0.6148560047149658
inflation,feeder,0.604762077331543
inflation,select,0.49037662148475647
inflation,compensation,0.48252055048942566
inflation,commodity,0.47860026359558105
inflation,loosening,0.4654691815376282
inflation,tick,0.45492085814476013
inflation,edging,0.45000869035720825
inflation,titanium,0.4448402225971222
inflation,upward,0.44259312748908997
credit,estate,0.7498584985733032
credit,commercial,0.724749743938446
credit,residential,0.7122315168380737
credit,quality,0.6942288875579834
credit,tight,0.6783382296562195
credit,loan,0.6704432964324951
credit,standard,0.6685227751731873
credit,continue,0.6620016098022461
credit,mortgage,0.6493769288063049
credit,market,0.6469790935516357
market,estate,0.798979640007019
market,commercial,0.7589588761329651
market,residential,0.7336142063140869
market,continue,0.7118147611618042
market,remain,0.6986032128334045
market,housing,0.6919687390327454
market,report,0.6869135499000549
market,activity,0.6858153939247131
market,construction,0.6854857206344604
market,decline,0.6713321805000305
