Keyword,Similar Word,Similarity
interest,margin,0.6244831681251526
interest,rise,0.5681819319725037
interest,mortgage,0.5345557928085327
interest,lender,0.5305238962173462
interest,potential,0.5246942639350891
interest,demand,0.4923675060272217
interest,buyer,0.48584315180778503
interest,relatively,0.48499640822410583
interest,impact,0.4827977120876312
interest,concern,0.482006698846817
inflation,pressure,0.5359373092651367
inflation,upward,0.5004216432571411
inflation,consumer,0.4696182608604431
inflation,compensation,0.4585705101490021
inflation,overall,0.4482583999633789
inflation,tighten,0.4426296651363373
inflation,business,0.4402145445346832
inflation,pass,0.4348181188106537
inflation,modest,0.422510027885437
inflation,subdue,0.42148345708847046
invest,upgrade,0.5564204454421997
invest,investment,0.5296933054924011
invest,imaging,0.5199941396713257
invest,manufacturermandated,0.4957658052444458
invest,technology,0.4659205377101898
invest,mobile,0.46490857005119324
invest,upskill,0.45217519998550415
invest,heavily,0.4455210566520691
invest,equipment,0.439016729593277
invest,willing,0.4362107515335083
trade,skilled,0.7071353197097778
trade,worker,0.5443079471588135
trade,fill,0.5438616871833801
trade,technical,0.5334239602088928
trade,position,0.5304554104804993
trade,find,0.5253055691719055
trade,occupation,0.5183286666870117
trade,difficulty,0.5044084787368774
trade,specialized,0.5020983815193176
trade,engineer,0.4794805645942688
uncertain,whether,0.535254955291748
uncertain,cautious,0.5317217111587524
uncertain,uncertainty,0.5152016282081604
uncertain,optimistic,0.46211254596710205
uncertain,presidential,0.4587392807006836
uncertain,political,0.45573505759239197
uncertain,pessimistic,0.4557307958602905
uncertain,believe,0.4554845988750458
uncertain,upcoming,0.4540410041809082
uncertain,regard,0.4482424259185791
