Keyword,Similar Word,Similarity
interest,rise,0.7748433947563171
interest,high,0.7491855025291443
interest,demand,0.592121958732605
interest,continue,0.5722556710243225
interest,uncertainty,0.5660452842712402
interest,elevated,0.547727644443512
interest,deposit,0.5475872159004211
interest,concern,0.5429669618606567
interest,inflation,0.5373040437698364
interest,contact,0.5240387320518494
inflation,rise,0.5610454082489014
inflation,interest,0.5373041033744812
inflation,continue,0.5355564951896667
inflation,concern,0.5354844927787781
inflation,pressure,0.5165343880653381
inflation,employment,0.4933251440525055
inflation,contact,0.4909719228744507
inflation,yearahead,0.46435603499412537
inflation,increase,0.463389128446579
inflation,percent,0.46297168731689453
invest,laborsave,0.4870727062225342
invest,fuel,0.43141624331474304
invest,robotic,0.4152548611164093
invest,adoption,0.406057208776474
invest,automation,0.40485814213752747
invest,want,0.40325602889060974
invest,process,0.40086835622787476
invest,carbon,0.40038079023361206
invest,system,0.39388906955718994
invest,persis,0.39076152443885803
trade,skilled,0.6825317144393921
trade,persis,0.42483919858932495
trade,protein,0.3978309631347656
trade,hourly,0.3871258795261383
trade,voluntary,0.38543468713760376
trade,salaried,0.38078218698501587
trade,impetus,0.3807165324687958
trade,buy,0.3783077001571655
trade,detail,0.37741270661354065
trade,lay,0.37536269426345825
uncertain,threestate,0.41098618507385254
uncertain,emphasize,0.38897740840911865
uncertain,occupy,0.37837672233581543
uncertain,tomato,0.3653758466243744
uncertain,frozen,0.36272791028022766
uncertain,increasingly,0.3615206182003021
uncertain,transfer,0.3601684868335724
uncertain,highly,0.3578971326351166
uncertain,comprehensive,0.3528762757778168
uncertain,slump,0.34853649139404297
