Keyword,Similar Word,Similarity
interest,high,0.7707825303077698
interest,rise,0.7674515843391418
interest,demand,0.5294950008392334
interest,elevated,0.5158378481864929
interest,deposit,0.5073080062866211
interest,continue,0.5071560144424438
interest,uncertainty,0.5044623613357544
interest,contact,0.4838792681694031
interest,price,0.4816936254501343
interest,concern,0.4759993553161621
inflation,concern,0.4835880994796753
inflation,subside,0.4816201329231262
inflation,rise,0.46687233448028564
inflation,continue,0.4588736295700073
inflation,modest,0.45066210627555847
inflation,yearahead,0.44586941599845886
inflation,recession,0.43886345624923706
inflation,employment,0.43346458673477173
inflation,contact,0.43047934770584106
inflation,economic,0.4219546318054199
invest,laborsave,0.5152828693389893
invest,logging,0.5096914768218994
invest,advanced,0.45045003294944763
invest,persis,0.4093782603740692
invest,adoption,0.4030460715293884
invest,carbon,0.3916763961315155
invest,design,0.38821372389793396
invest,erbate,0.38786351680755615
invest,automation,0.38756275177001953
invest,grant,0.38724732398986816
trade,skilled,0.6685165762901306
trade,frontline,0.49240246415138245
trade,protein,0.4281897246837616
trade,finishing,0.42761486768722534
trade,buy,0.4149564504623413
trade,printer,0.3967560827732086
trade,question,0.39099255204200745
trade,instore,0.39044010639190674
trade,persis,0.3885008990764618
trade,salaried,0.384447306394577
uncertain,lean,0.4848494827747345
uncertain,elder,0.46590495109558105
uncertain,celle,0.4476909637451172
uncertain,frustration,0.42382991313934326
uncertain,offreservation,0.4137773811817169
uncertain,emphasize,0.4100869297981262
uncertain,network,0.40738508105278015
uncertain,signal,0.3993242681026459
uncertain,maining,0.3901798129081726
uncertain,adversely,0.3827417492866516
