Keyword,Similar Word,Similarity
interest,margin,0.6069641709327698
interest,rise,0.6010045409202576
interest,potential,0.5399415493011475
interest,lender,0.5142850279808044
interest,buyer,0.5104019641876221
interest,impact,0.5066289901733398
interest,profit,0.4993356168270111
interest,deposit,0.4967821538448334
interest,demand,0.48922717571258545
interest,investor,0.4795810878276825
inflation,upward,0.5153689384460449
inflation,pressure,0.5049886703491211
inflation,consum,0.4441753327846527
inflation,overall,0.4326289892196655
inflation,moderate,0.4230005443096161
inflation,employment,0.42226627469062805
inflation,modest,0.41192182898521423
inflation,technicallyskilled,0.4066171944141388
inflation,vigorous,0.40440282225608826
inflation,consumer,0.39748287200927734
invest,upgrade,0.5586283802986145
invest,manufacturermandated,0.5027197003364563
invest,investment,0.4742642343044281
invest,imaging,0.4713873565196991
invest,preferred,0.46204593777656555
invest,smalltomedium,0.4511575400829315
invest,technological,0.44551408290863037
invest,prelease,0.4454038143157959
invest,training,0.43393635749816895
invest,productivity,0.4309926927089691
trade,skilled,0.6481226086616516
trade,occupation,0.50304114818573
trade,worker,0.5016531944274902
trade,find,0.48168498277664185
trade,lowskilled,0.4799036979675293
trade,technical,0.4691341519355774
trade,position,0.46724721789360046
trade,training,0.4640940725803375
trade,highskilled,0.46031588315963745
trade,lowerskilled,0.4599991738796234
uncertain,cautious,0.5283011198043823
uncertain,pessimistic,0.5259708166122437
uncertain,regard,0.49831148982048035
uncertain,gubernatorial,0.4885941743850708
uncertain,park,0.47944405674934387
uncertain,political,0.472494512796402
uncertain,obligation,0.46765321493148804
uncertain,branding,0.46306416392326355
uncertain,outlook,0.46063870191574097
uncertain,tilt,0.4592754542827606
